datetime,ets150d0,erefaod0
2013-01-22 00:00:00+00:00,0.05,0.3
2013-01-23 00:00:00+00:00,0.25,0.7
2013-01-24 00:00:00+00:00,0.04,0.4
2013-01-25 00:00:00+00:00,0.05,0.4
2013-01-26 00:00:00+00:00,0.3,0.7
2013-01-27 00:00:00+00:00,0.21,1.0
2013-01-28 00:00:00+00:00,0.03,0.4
2013-01-29 00:00:00+00:00,0.09,0.7
2013-01-30 00:00:00+00:00,0.19,0.8
2013-01-31 00:00:00+00:00,0.29,0.8
2013-02-01 00:00:00+00:00,0.04,0.7
2013-02-02 00:00:00+00:00,0.05,1.1
2013-02-03 00:00:00+00:00,0.11,1.1
2013-02-04 00:00:00+00:00,0.04,0.4
2013-02-05 00:00:00+00:00,0.13,0.8
2013-02-06 00:00:00+00:00,0.19,0.7
2013-02-07 00:00:00+00:00,0.1,0.7
2013-02-08 00:00:00+00:00,0.09,0.5
2013-02-09 00:00:00+00:00,0.2,0.6
2013-02-10 00:00:00+00:00,0.66,1.2
2013-02-11 00:00:00+00:00,0.13,1.4
2013-02-12 00:00:00+00:00,0.05,0.5
2013-02-13 00:00:00+00:00,0.22,0.6
2013-02-14 00:00:00+00:00,0.53,0.8
2013-02-15 00:00:00+00:00,0.09,0.8
2013-02-16 00:00:00+00:00,0.09,0.7
2013-02-17 00:00:00+00:00,0.3,0.8
2013-02-18 00:00:00+00:00,0.73,1.2
2013-02-19 00:00:00+00:00,0.48,1.3
2013-02-20 00:00:00+00:00,0.21,0.8
2013-02-21 00:00:00+00:00,0.34,0.9
2013-02-22 00:00:00+00:00,0.51,0.9
2013-02-23 00:00:00+00:00,0.48,0.8
2013-02-24 00:00:00+00:00,0.5,0.9
2013-02-25 00:00:00+00:00,0.92,1.0
2013-02-26 00:00:00+00:00,0.88,1.1
2013-02-27 00:00:00+00:00,0.76,1.0
2013-02-28 00:00:00+00:00,0.69,1.1
2013-03-01 00:00:00+00:00,0.76,1.2
2013-03-02 00:00:00+00:00,0.77,1.3
2013-03-03 00:00:00+00:00,0.91,1.3
2013-03-04 00:00:00+00:00,1.75,3.1
2013-03-05 00:00:00+00:00,0.79,4.1
2013-03-06 00:00:00+00:00,0.67,3.7
2013-03-07 00:00:00+00:00,0.4,2.4
2013-03-08 00:00:00+00:00,0.91,2.7
2013-03-09 00:00:00+00:00,0.22,1.2
2013-03-10 00:00:00+00:00,1.04,2.1
2013-03-11 00:00:00+00:00,0.59,1.6
2013-03-12 00:00:00+00:00,0.86,2.2
2013-03-13 00:00:00+00:00,0.23,1.2
2013-03-14 00:00:00+00:00,1.46,1.8
2013-03-15 00:00:00+00:00,1.61,1.6
2013-03-16 00:00:00+00:00,2.54,3.0
2013-03-17 00:00:00+00:00,1.14,3.2
2013-03-18 00:00:00+00:00,0.3,1.2
2013-03-19 00:00:00+00:00,0.87,1.5
2013-03-20 00:00:00+00:00,0.88,2.1
2013-03-21 00:00:00+00:00,0.94,1.7
2013-03-22 00:00:00+00:00,2.53,2.7
2013-03-23 00:00:00+00:00,1.37,2.0
2013-03-24 00:00:00+00:00,0.3,1.2
2013-03-25 00:00:00+00:00,0.21,0.8
2013-03-26 00:00:00+00:00,0.17,0.8
2013-03-27 00:00:00+00:00,1.51,1.5
2013-03-28 00:00:00+00:00,0.92,2.5
2013-03-29 00:00:00+00:00,0.37,1.5
2013-03-30 00:00:00+00:00,0.2,0.9
2013-03-31 00:00:00+00:00,0.68,1.4
2013-04-01 00:00:00+00:00,2.84,2.6
2013-04-02 00:00:00+00:00,2.17,2.0
2013-04-03 00:00:00+00:00,1.96,2.4
2013-04-04 00:00:00+00:00,1.38,1.9
2013-04-05 00:00:00+00:00,0.28,1.3
2013-04-06 00:00:00+00:00,1.11,2.0
2013-04-07 00:00:00+00:00,0.8,1.9
2013-04-08 00:00:00+00:00,0.53,1.7
2013-04-09 00:00:00+00:00,1.28,2.5
2013-04-10 00:00:00+00:00,2.22,2.7
2013-04-11 00:00:00+00:00,1.78,4.2
2013-04-12 00:00:00+00:00,1.46,2.7
2013-04-13 00:00:00+00:00,3.39,3.4
2013-04-14 00:00:00+00:00,4.43,4.5
2013-04-15 00:00:00+00:00,4.44,4.6
2013-04-16 00:00:00+00:00,3.59,4.1
2013-04-17 00:00:00+00:00,4.33,4.4
2013-04-18 00:00:00+00:00,3.05,4.6
2013-04-19 00:00:00+00:00,0.32,1.7
2013-04-20 00:00:00+00:00,1.03,2.2
2013-04-21 00:00:00+00:00,1.17,2.3
2013-04-22 00:00:00+00:00,0.55,2.3
2013-04-23 00:00:00+00:00,1.91,3.2
2013-04-24 00:00:00+00:00,4.63,4.7
2013-04-25 00:00:00+00:00,5.34,4.8
2013-04-26 00:00:00+00:00,1.09,3.8
2013-04-27 00:00:00+00:00,2.08,4.2
2013-04-28 00:00:00+00:00,0.55,2.2
2013-04-29 00:00:00+00:00,0.29,1.6
2013-04-30 00:00:00+00:00,0.44,1.6
2013-05-01 00:00:00+00:00,2.1,4.3
2013-05-02 00:00:00+00:00,2.2,3.8
2013-05-03 00:00:00+00:00,1.54,3.2
2013-05-04 00:00:00+00:00,1.22,2.9
2013-05-05 00:00:00+00:00,3.21,4.1
2013-05-06 00:00:00+00:00,0.87,2.8
2013-05-07 00:00:00+00:00,0.83,2.8
2013-05-08 00:00:00+00:00,3.32,4.3
2013-05-09 00:00:00+00:00,1.84,3.2
2013-05-10 00:00:00+00:00,0.32,1.7
2013-05-11 00:00:00+00:00,0.79,2.6
2013-05-12 00:00:00+00:00,0.88,2.5
2013-05-13 00:00:00+00:00,1.28,2.6
2013-05-14 00:00:00+00:00,3.76,4.2
2013-05-15 00:00:00+00:00,0.9,4.4
2013-05-16 00:00:00+00:00,0.87,3.3
2013-05-17 00:00:00+00:00,0.69,2.7
2013-05-18 00:00:00+00:00,5.12,5.1
2013-05-19 00:00:00+00:00,1.19,2.7
2013-05-20 00:00:00+00:00,1.17,2.5
2013-05-21 00:00:00+00:00,0.47,2.0
2013-05-22 00:00:00+00:00,0.41,2.0
2013-05-23 00:00:00+00:00,2.78,4.2
2013-05-24 00:00:00+00:00,0.72,2.1
2013-05-25 00:00:00+00:00,1.03,2.7
2013-05-26 00:00:00+00:00,0.64,2.1
2013-05-27 00:00:00+00:00,2.52,3.8
2013-05-28 00:00:00+00:00,2.05,3.9
2013-05-29 00:00:00+00:00,1.04,2.3
2013-05-30 00:00:00+00:00,0.5,2.2
2013-05-31 00:00:00+00:00,0.27,1.3
2013-06-01 00:00:00+00:00,0.41,1.6
2013-06-02 00:00:00+00:00,0.35,1.4
2013-06-03 00:00:00+00:00,0.71,2.8
2013-06-04 00:00:00+00:00,4.44,4.7
2013-06-05 00:00:00+00:00,4.64,5.1
2013-06-06 00:00:00+00:00,5.39,5.5
2013-06-07 00:00:00+00:00,5.43,5.3
2013-06-08 00:00:00+00:00,6.32,5.8
2013-06-09 00:00:00+00:00,1.24,2.9
2013-06-10 00:00:00+00:00,0.67,2.6
2013-06-11 00:00:00+00:00,0.83,2.9
2013-06-12 00:00:00+00:00,3.81,4.1
2013-06-13 00:00:00+00:00,6.41,6.1
2013-06-14 00:00:00+00:00,1.75,3.9
2013-06-15 00:00:00+00:00,3.06,5.0
2013-06-16 00:00:00+00:00,3.32,4.9
2013-06-17 00:00:00+00:00,7.92,7.7
2013-06-18 00:00:00+00:00,5.57,6.9
2013-06-19 00:00:00+00:00,6.95,7.2
2013-06-20 00:00:00+00:00,4.3,6.2
2013-06-21 00:00:00+00:00,3.27,5.1
2013-06-22 00:00:00+00:00,1.47,3.5
2013-06-23 00:00:00+00:00,1.64,3.8
2013-06-24 00:00:00+00:00,0.83,2.7
2013-06-25 00:00:00+00:00,1.71,3.7
2013-06-26 00:00:00+00:00,2.11,3.6
2013-06-27 00:00:00+00:00,1.22,2.5
2013-06-28 00:00:00+00:00,1.53,3.2
2013-06-29 00:00:00+00:00,0.36,1.5
2013-06-30 00:00:00+00:00,1.2,3.4
2013-07-01 00:00:00+00:00,4.78,5.1
2013-07-02 00:00:00+00:00,5.24,5.6
2013-07-03 00:00:00+00:00,0.56,2.3
2013-07-04 00:00:00+00:00,3.57,5.2
2013-07-05 00:00:00+00:00,3.41,4.9
2013-07-06 00:00:00+00:00,5.38,5.8
2013-07-07 00:00:00+00:00,5.13,5.5
2013-07-08 00:00:00+00:00,3.24,4.9
2013-07-09 00:00:00+00:00,3.18,4.7
2013-07-10 00:00:00+00:00,5.27,5.6
2013-07-11 00:00:00+00:00,5.36,5.4
2013-07-12 00:00:00+00:00,5.62,5.1
2013-07-13 00:00:00+00:00,6.03,5.4
2013-07-14 00:00:00+00:00,6.64,5.6
2013-07-15 00:00:00+00:00,6.2,5.7
2013-07-16 00:00:00+00:00,6.66,6.0
2013-07-17 00:00:00+00:00,2.74,4.2
2013-07-18 00:00:00+00:00,2.14,3.7
2013-07-19 00:00:00+00:00,3.49,5.1
2013-07-20 00:00:00+00:00,4.05,5.5
2013-07-21 00:00:00+00:00,3.51,5.2
2013-07-22 00:00:00+00:00,5.86,5.9
2013-07-23 00:00:00+00:00,4.26,5.1
2013-07-24 00:00:00+00:00,1.9,4.0
2013-07-25 00:00:00+00:00,4.51,5.4
2013-07-26 00:00:00+00:00,5.52,6.1
2013-07-27 00:00:00+00:00,7.87,7.5
2013-07-28 00:00:00+00:00,6.38,7.9
2013-07-29 00:00:00+00:00,0.46,1.7
2013-07-30 00:00:00+00:00,2.26,3.9
2013-07-31 00:00:00+00:00,4.77,5.1
2013-08-01 00:00:00+00:00,6.33,6.3
2013-08-02 00:00:00+00:00,8.11,7.3
2013-08-03 00:00:00+00:00,5.25,5.8
2013-08-04 00:00:00+00:00,3.88,4.6
2013-08-05 00:00:00+00:00,4.88,5.5
2013-08-06 00:00:00+00:00,5.13,5.6
2013-08-07 00:00:00+00:00,3.86,6.1
2013-08-08 00:00:00+00:00,0.53,2.0
2013-08-09 00:00:00+00:00,0.29,1.4
2013-08-10 00:00:00+00:00,3.46,4.1
2013-08-11 00:00:00+00:00,3.83,4.5
2013-08-12 00:00:00+00:00,3.94,4.7
2013-08-13 00:00:00+00:00,2.47,4.2
2013-08-14 00:00:00+00:00,4.1,4.4
2013-08-15 00:00:00+00:00,4.51,4.4
2013-08-16 00:00:00+00:00,4.75,4.9
2013-08-17 00:00:00+00:00,3.09,4.4
2013-08-18 00:00:00+00:00,4.18,4.9
2013-08-19 00:00:00+00:00,0.3,1.5
2013-08-20 00:00:00+00:00,3.49,4.1
2013-08-21 00:00:00+00:00,4.31,4.2
2013-08-22 00:00:00+00:00,4.1,4.3
2013-08-23 00:00:00+00:00,2.13,3.5
2013-08-24 00:00:00+00:00,0.88,2.6
2013-08-25 00:00:00+00:00,1.27,2.8
2013-08-26 00:00:00+00:00,1.3,2.9
2013-08-27 00:00:00+00:00,0.55,2.2
2013-08-28 00:00:00+00:00,0.51,2.2
2013-08-29 00:00:00+00:00,2.62,3.3
2013-08-30 00:00:00+00:00,3.55,3.9
2013-08-31 00:00:00+00:00,3.63,3.9
2013-09-01 00:00:00+00:00,1.3,2.7
2013-09-02 00:00:00+00:00,1.01,2.7
2013-09-03 00:00:00+00:00,3.86,3.8
2013-09-04 00:00:00+00:00,3.64,4.2
2013-09-05 00:00:00+00:00,3.47,4.0
2013-09-06 00:00:00+00:00,3.54,4.3
2013-09-07 00:00:00+00:00,3.27,3.4
2013-09-08 00:00:00+00:00,0.42,1.9
2013-09-09 00:00:00+00:00,1.81,2.7
2013-09-10 00:00:00+00:00,0.44,1.6
2013-09-11 00:00:00+00:00,0.99,2.1
2013-09-12 00:00:00+00:00,0.51,1.7
2013-09-13 00:00:00+00:00,0.76,2.0
2013-09-14 00:00:00+00:00,1.19,2.2
2013-09-15 00:00:00+00:00,0.41,1.7
2013-09-16 00:00:00+00:00,0.26,1.0
2013-09-17 00:00:00+00:00,1.75,2.5
2013-09-18 00:00:00+00:00,0.83,2.1
2013-09-19 00:00:00+00:00,1.72,2.3
2013-09-20 00:00:00+00:00,2.1,2.5
2013-09-21 00:00:00+00:00,1.96,2.4
2013-09-22 00:00:00+00:00,2.18,2.2
2013-09-23 00:00:00+00:00,2.4,2.6
2013-09-24 00:00:00+00:00,2.46,2.7
2013-09-25 00:00:00+00:00,2.36,2.6
2013-09-26 00:00:00+00:00,0.33,1.1
2013-09-27 00:00:00+00:00,0.51,1.6
2013-09-28 00:00:00+00:00,1.37,2.2
2013-09-29 00:00:00+00:00,0.57,1.9
2013-09-30 00:00:00+00:00,0.16,0.8
2013-10-01 00:00:00+00:00,0.29,1.3
2013-10-02 00:00:00+00:00,1.16,1.9
2013-10-03 00:00:00+00:00,1.31,2.8
2013-10-04 00:00:00+00:00,1.52,2.2
2013-10-05 00:00:00+00:00,0.37,1.5
2013-10-06 00:00:00+00:00,0.49,1.5
2013-10-07 00:00:00+00:00,1.07,2.0
2013-10-08 00:00:00+00:00,0.2,1.1
2013-10-09 00:00:00+00:00,0.35,1.4
2013-10-10 00:00:00+00:00,0.16,0.8
2013-10-11 00:00:00+00:00,0.8,1.0
2013-10-12 00:00:00+00:00,0.68,1.4
2013-10-13 00:00:00+00:00,1.2,1.6
2013-10-14 00:00:00+00:00,0.91,1.9
2013-10-15 00:00:00+00:00,0.81,1.6
2013-10-16 00:00:00+00:00,0.94,1.4
2013-10-17 00:00:00+00:00,1.26,1.4
2013-10-18 00:00:00+00:00,1.72,1.8
2013-10-19 00:00:00+00:00,2.56,3.4
2013-10-20 00:00:00+00:00,0.7,2.5
2013-10-21 00:00:00+00:00,1.68,2.7
2013-10-22 00:00:00+00:00,0.71,3.4
2013-10-23 00:00:00+00:00,0.16,1.2
2013-10-24 00:00:00+00:00,0.88,1.3
2013-10-25 00:00:00+00:00,1.76,3.2
2013-10-26 00:00:00+00:00,1.48,2.3
2013-10-27 00:00:00+00:00,0.44,1.4
2013-10-28 00:00:00+00:00,1.43,3.0
2013-10-29 00:00:00+00:00,0.19,1.1
2013-10-30 00:00:00+00:00,0.3,0.8
2013-10-31 00:00:00+00:00,0.43,0.8
2013-11-01 00:00:00+00:00,0.3,1.1
2013-11-02 00:00:00+00:00,0.49,2.2
2013-11-03 00:00:00+00:00,0.45,1.0
2013-11-04 00:00:00+00:00,0.48,1.7
2013-11-05 00:00:00+00:00,0.73,1.0
2013-11-06 00:00:00+00:00,0.15,0.6
2013-11-07 00:00:00+00:00,0.74,0.8
2013-11-08 00:00:00+00:00,0.8,1.7
2013-11-09 00:00:00+00:00,0.11,0.6
2013-11-10 00:00:00+00:00,0.15,1.0
2013-11-11 00:00:00+00:00,0.78,1.1
2013-11-12 00:00:00+00:00,0.85,0.6
2013-11-13 00:00:00+00:00,0.3,0.4
2013-11-14 00:00:00+00:00,0.12,0.6
2013-11-15 00:00:00+00:00,0.68,0.7
2013-11-16 00:00:00+00:00,0.25,0.4
2013-11-17 00:00:00+00:00,0.46,0.4
2013-11-18 00:00:00+00:00,0.74,1.2
2013-11-19 00:00:00+00:00,0.15,0.9
2013-11-20 00:00:00+00:00,0.11,0.5
2013-11-21 00:00:00+00:00,0.14,0.8
2013-11-22 00:00:00+00:00,0.53,0.3
2013-11-23 00:00:00+00:00,0.1,0.4
2013-11-24 00:00:00+00:00,0.14,0.7
2013-11-25 00:00:00+00:00,0.91,1.1
2013-11-26 00:00:00+00:00,0.38,1.1
2013-11-27 00:00:00+00:00,0.97,0.6
2013-11-28 00:00:00+00:00,0.42,0.3
2013-11-29 00:00:00+00:00,0.6,0.4
2013-11-30 00:00:00+00:00,0.15,0.4
2013-12-01 00:00:00+00:00,0.64,0.3
2013-12-02 00:00:00+00:00,0.73,0.4
2013-12-03 00:00:00+00:00,0.82,0.6
2013-12-04 00:00:00+00:00,0.77,0.5
2013-12-05 00:00:00+00:00,0.44,0.4
2013-12-06 00:00:00+00:00,0.18,0.6
2013-12-07 00:00:00+00:00,0.25,0.5
2013-12-08 00:00:00+00:00,0.59,0.3
2013-12-09 00:00:00+00:00,0.64,0.4
2013-12-10 00:00:00+00:00,0.69,0.6
2013-12-11 00:00:00+00:00,0.6,0.4
2013-12-12 00:00:00+00:00,0.58,0.6
2013-12-13 00:00:00+00:00,0.42,0.2
2013-12-14 00:00:00+00:00,0.19,0.3
2013-12-15 00:00:00+00:00,0.39,0.8
2013-12-16 00:00:00+00:00,0.83,1.5
2013-12-17 00:00:00+00:00,0.89,1.9
2013-12-18 00:00:00+00:00,0.32,0.6
2013-12-19 00:00:00+00:00,0.2,2.4
2013-12-20 00:00:00+00:00,0.11,0.9
2013-12-21 00:00:00+00:00,0.48,1.0
2013-12-22 00:00:00+00:00,0.35,1.9
2013-12-23 00:00:00+00:00,0.54,1.1
2013-12-24 00:00:00+00:00,0.21,3.4
2013-12-25 00:00:00+00:00,0.12,2.3
2013-12-26 00:00:00+00:00,0.04,0.6
2013-12-27 00:00:00+00:00,0.3,0.6
2013-12-28 00:00:00+00:00,0.3,1.8
2013-12-29 00:00:00+00:00,0.12,0.4
2013-12-30 00:00:00+00:00,0.36,0.7
2013-12-31 00:00:00+00:00,0.53,1.2
2014-01-01 00:00:00+00:00,0.41,1.1
2014-01-02 00:00:00+00:00,0.13,1.4
2014-01-03 00:00:00+00:00,0.22,1.5
2014-01-04 00:00:00+00:00,0.08,1.4
2014-01-05 00:00:00+00:00,0.06,0.6
2014-01-06 00:00:00+00:00,0.33,1.2
2014-01-07 00:00:00+00:00,0.26,0.9
2014-01-08 00:00:00+00:00,0.21,0.9
2014-01-09 00:00:00+00:00,0.17,1.0
2014-01-10 00:00:00+00:00,0.04,0.6
2014-01-11 00:00:00+00:00,0.06,0.6
2014-01-12 00:00:00+00:00,0.33,1.1
2014-01-13 00:00:00+00:00,0.19,0.6
2014-01-14 00:00:00+00:00,0.02,0.4
2014-01-15 00:00:00+00:00,0.12,0.4
2014-01-16 00:00:00+00:00,0.08,1.8
2014-01-17 00:00:00+00:00,0.03,0.5
2014-01-18 00:00:00+00:00,0.2,1.2
2014-01-19 00:00:00+00:00,0.18,1.7
2014-01-20 00:00:00+00:00,0.02,0.4
2014-01-21 00:00:00+00:00,0.03,0.5
2014-01-22 00:00:00+00:00,0.16,0.3
2014-01-23 00:00:00+00:00,0.11,0.5
2014-01-24 00:00:00+00:00,0.08,0.7
2014-01-25 00:00:00+00:00,0.3,0.8
2014-01-26 00:00:00+00:00,0.18,1.1
2014-01-27 00:00:00+00:00,0.05,0.5
2014-01-28 00:00:00+00:00,0.12,0.5
2014-01-29 00:00:00+00:00,0.31,1.5
2014-01-30 00:00:00+00:00,0.12,1.3
2014-01-31 00:00:00+00:00,0.13,0.9
2014-02-01 00:00:00+00:00,0.22,2.5
2014-02-02 00:00:00+00:00,0.02,0.4
2014-02-03 00:00:00+00:00,0.2,1.0
2014-02-04 00:00:00+00:00,0.06,0.6
2014-02-05 00:00:00+00:00,0.14,2.2
2014-02-06 00:00:00+00:00,0.41,1.8
2014-02-07 00:00:00+00:00,0.11,1.8
2014-02-08 00:00:00+00:00,0.25,2.0
2014-02-09 00:00:00+00:00,0.28,1.1
2014-02-10 00:00:00+00:00,0.23,2.6
2014-02-11 00:00:00+00:00,0.42,1.2
2014-02-12 00:00:00+00:00,0.43,1.2
2014-02-13 00:00:00+00:00,0.23,2.1
2014-02-14 00:00:00+00:00,0.23,1.3
2014-02-15 00:00:00+00:00,0.37,3.3
2014-02-16 00:00:00+00:00,0.05,0.6
2014-02-17 00:00:00+00:00,0.06,0.7
2014-02-18 00:00:00+00:00,0.53,2.4
2014-02-19 00:00:00+00:00,0.06,0.7
2014-02-20 00:00:00+00:00,0.48,1.4
2014-02-21 00:00:00+00:00,0.14,1.2
2014-02-22 00:00:00+00:00,0.52,1.3
2014-02-23 00:00:00+00:00,0.86,1.8
2014-02-24 00:00:00+00:00,1.38,3.4
2014-02-25 00:00:00+00:00,1.35,2.5
2014-02-26 00:00:00+00:00,0.78,2.4
2014-02-27 00:00:00+00:00,0.39,1.4
2014-02-28 00:00:00+00:00,0.87,2.1
2014-03-01 00:00:00+00:00,0.15,1.2
2014-03-02 00:00:00+00:00,0.13,1.0
2014-03-03 00:00:00+00:00,0.43,1.8
2014-03-04 00:00:00+00:00,0.11,0.6
2014-03-05 00:00:00+00:00,0.15,1.0
2014-03-06 00:00:00+00:00,0.66,1.6
2014-03-07 00:00:00+00:00,1.36,1.9
2014-03-08 00:00:00+00:00,1.48,2.0
2014-03-09 00:00:00+00:00,1.99,2.6
2014-03-10 00:00:00+00:00,1.65,2.0
2014-03-11 00:00:00+00:00,0.95,1.6
2014-03-12 00:00:00+00:00,2.05,3.0
2014-03-13 00:00:00+00:00,2.01,2.5
2014-03-14 00:00:00+00:00,1.96,2.5
2014-03-15 00:00:00+00:00,0.65,2.6
2014-03-16 00:00:00+00:00,0.65,1.7
2014-03-17 00:00:00+00:00,1.97,2.5
2014-03-18 00:00:00+00:00,2.6,2.9
2014-03-19 00:00:00+00:00,2.06,3.0
2014-03-20 00:00:00+00:00,3.2,4.8
2014-03-21 00:00:00+00:00,3.06,4.1
2014-03-22 00:00:00+00:00,1.14,3.3
2014-03-23 00:00:00+00:00,0.13,0.7
2014-03-24 00:00:00+00:00,0.61,1.6
2014-03-25 00:00:00+00:00,1.41,1.9
2014-03-26 00:00:00+00:00,1.54,2.0
2014-03-27 00:00:00+00:00,2.51,2.7
2014-03-28 00:00:00+00:00,3.35,3.2
2014-03-29 00:00:00+00:00,3.67,4.4
2014-03-30 00:00:00+00:00,4.07,4.5
2014-03-31 00:00:00+00:00,3.36,3.3
2014-04-01 00:00:00+00:00,3.26,3.4
2014-04-02 00:00:00+00:00,3.79,4.4
2014-04-03 00:00:00+00:00,0.71,3.7
2014-04-04 00:00:00+00:00,3.29,4.4
2014-04-05 00:00:00+00:00,0.37,1.9
2014-04-06 00:00:00+00:00,1.29,2.6
2014-04-07 00:00:00+00:00,2.93,4.2
2014-04-08 00:00:00+00:00,0.49,2.5
2014-04-09 00:00:00+00:00,3.98,3.9
2014-04-10 00:00:00+00:00,1.09,2.7
2014-04-11 00:00:00+00:00,3.38,3.8
2014-04-12 00:00:00+00:00,0.62,2.1
2014-04-13 00:00:00+00:00,0.89,2.2
2014-04-14 00:00:00+00:00,3.24,4.0
2014-04-15 00:00:00+00:00,2.89,3.2
2014-04-16 00:00:00+00:00,4.59,3.6
2014-04-17 00:00:00+00:00,4.53,3.7
2014-04-18 00:00:00+00:00,0.56,2.3
2014-04-19 00:00:00+00:00,2.57,3.2
2014-04-20 00:00:00+00:00,2.27,3.0
2014-04-21 00:00:00+00:00,0.85,2.6
2014-04-22 00:00:00+00:00,1.4,2.9
2014-04-23 00:00:00+00:00,2.88,3.8
2014-04-24 00:00:00+00:00,3.81,4.3
2014-04-25 00:00:00+00:00,4.23,5.1
2014-04-26 00:00:00+00:00,2.38,4.0
2014-04-27 00:00:00+00:00,0.45,2.1
2014-04-28 00:00:00+00:00,0.65,2.5
2014-04-29 00:00:00+00:00,1.57,3.2
2014-04-30 00:00:00+00:00,0.27,1.5
2014-05-01 00:00:00+00:00,2.19,3.7
2014-05-02 00:00:00+00:00,0.63,2.5
2014-05-03 00:00:00+00:00,0.61,2.1
2014-05-04 00:00:00+00:00,3.04,3.8
2014-05-05 00:00:00+00:00,4.42,4.4
2014-05-06 00:00:00+00:00,3.51,4.1
2014-05-07 00:00:00+00:00,0.58,1.8
2014-05-08 00:00:00+00:00,3.93,4.5
2014-05-09 00:00:00+00:00,1.81,3.8
2014-05-10 00:00:00+00:00,1.74,3.5
2014-05-11 00:00:00+00:00,1.25,2.9
2014-05-12 00:00:00+00:00,1.51,2.9
2014-05-13 00:00:00+00:00,1.48,2.9
2014-05-14 00:00:00+00:00,1.03,2.5
2014-05-15 00:00:00+00:00,1.89,3.1
2014-05-16 00:00:00+00:00,1.63,3.2
2014-05-17 00:00:00+00:00,2.62,3.7
2014-05-18 00:00:00+00:00,4.98,4.8
2014-05-19 00:00:00+00:00,5.52,6.2
2014-05-20 00:00:00+00:00,5.75,5.9
2014-05-21 00:00:00+00:00,6.8,6.8
2014-05-22 00:00:00+00:00,4.32,6.5
2014-05-23 00:00:00+00:00,2.84,4.4
2014-05-24 00:00:00+00:00,4.81,4.6
2014-05-25 00:00:00+00:00,4.91,5.1
2014-05-26 00:00:00+00:00,0.59,2.6
2014-05-27 00:00:00+00:00,0.46,2.1
2014-05-28 00:00:00+00:00,2.21,4.1
2014-05-29 00:00:00+00:00,2.35,4.3
2014-05-30 00:00:00+00:00,0.44,1.8
2014-05-31 00:00:00+00:00,4.87,5.0
2014-06-01 00:00:00+00:00,5.35,5.1
2014-06-02 00:00:00+00:00,2.45,3.6
2014-06-03 00:00:00+00:00,2.1,3.9
2014-06-04 00:00:00+00:00,1.19,2.9
2014-06-05 00:00:00+00:00,3.65,4.7
2014-06-06 00:00:00+00:00,6.76,6.4
2014-06-07 00:00:00+00:00,7.6,6.6
2014-06-08 00:00:00+00:00,8.03,7.2
2014-06-09 00:00:00+00:00,7.1,7.5
2014-06-10 00:00:00+00:00,7.48,7.6
2014-06-11 00:00:00+00:00,4.03,5.7
2014-06-12 00:00:00+00:00,4.65,6.3
2014-06-13 00:00:00+00:00,2.87,4.7
2014-06-14 00:00:00+00:00,3.75,5.1
2014-06-15 00:00:00+00:00,4.05,5.3
2014-06-16 00:00:00+00:00,6.67,6.0
2014-06-17 00:00:00+00:00,6.71,6.2
2014-06-18 00:00:00+00:00,3.62,4.8
2014-06-19 00:00:00+00:00,3.12,4.8
2014-06-20 00:00:00+00:00,0.94,2.4
2014-06-21 00:00:00+00:00,5.41,5.6
2014-06-22 00:00:00+00:00,3.57,5.1
2014-06-23 00:00:00+00:00,2.35,4.6
2014-06-24 00:00:00+00:00,0.63,2.8
2014-06-25 00:00:00+00:00,2.11,3.9
2014-06-26 00:00:00+00:00,4.94,5.2
2014-06-27 00:00:00+00:00,2.8,4.3
2014-06-28 00:00:00+00:00,4.08,5.8
2014-06-29 00:00:00+00:00,0.26,1.4
2014-06-30 00:00:00+00:00,1.97,3.4
2014-07-01 00:00:00+00:00,4.54,4.6
2014-07-02 00:00:00+00:00,0.4,1.7
2014-07-03 00:00:00+00:00,5.41,5.5
2014-07-04 00:00:00+00:00,2.42,5.4
2014-07-05 00:00:00+00:00,1.24,3.4
2014-07-06 00:00:00+00:00,5.82,6.5
2014-07-07 00:00:00+00:00,1.14,3.7
2014-07-08 00:00:00+00:00,0.3,1.2
2014-07-09 00:00:00+00:00,0.51,2.5
2014-07-10 00:00:00+00:00,0.47,2.1
2014-07-11 00:00:00+00:00,0.37,2.0
2014-07-12 00:00:00+00:00,2.33,4.3
2014-07-13 00:00:00+00:00,1.14,3.4
2014-07-14 00:00:00+00:00,1.77,4.1
2014-07-15 00:00:00+00:00,4.32,5.5
2014-07-16 00:00:00+00:00,4.42,5.0
2014-07-17 00:00:00+00:00,5.07,5.4
2014-07-18 00:00:00+00:00,7.19,6.2
2014-07-19 00:00:00+00:00,6.73,7.6
2014-07-20 00:00:00+00:00,2.11,5.0
2014-07-21 00:00:00+00:00,0.27,1.3
2014-07-22 00:00:00+00:00,0.23,1.4
2014-07-23 00:00:00+00:00,2.75,4.9
2014-07-24 00:00:00+00:00,0.87,2.7
2014-07-25 00:00:00+00:00,4.86,5.2
2014-07-26 00:00:00+00:00,0.24,1.2
2014-07-27 00:00:00+00:00,0.26,1.5
2014-07-28 00:00:00+00:00,1.73,3.7
2014-07-29 00:00:00+00:00,0.77,2.7
2014-07-30 00:00:00+00:00,0.32,1.5
2014-07-31 00:00:00+00:00,1.83,3.9
2014-08-01 00:00:00+00:00,1.56,3.1
2014-08-02 00:00:00+00:00,1.36,3.1
2014-08-03 00:00:00+00:00,1.35,3.2
